objectid,parentid,filename,image_small,image_thumb,identifier,type,format,display_template,archive,artifact_type,title,creator,date,time_period,site_building,location,latitude,longitude,relocated_from,ethnic_group,religious_affiliation,names,subject,description,image_alt_text,source,original_source,additional_citation,object_location,language,copyright_holder,rights,rightsstatement
hartsdale_33_1,hartsdale_33,hartsdale_33_1.png,,,5566,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Crispina (d. 1994), Tuffy (d. 1983), Deidre (d. 1982), and Pepsi Cola, dogs of Joanna Dean in the Hartsdale Pet Cemetery of Hartsdale, NY",,1982; 1983; 1994,1980s; 1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Crispina; Joanna; Dean; Joanna Dean; Pepsi Cola; Tuffy; Deidre,Crispina; Joanna; Dean; Joanna Dean; Pepsi Cola; Tuffy; Deidre; 12 years old; 14 years old; 15 years old; Upright; Enamel photo; Dog; Dogs; Friend language; Love language; Inscription; Multiple pets; Multiple gravestones,"Gravestone of Crispina (d. 1994), Tuffy (d. 1983), Deidre (d. 1982), and Pepsi Cola, dogs of Joanna Dean in the Hartsdale Pet Cemetery of Hartsdale, NY. Crisipina was born on April 24th, 1982 and died on June 8, 1994 at the age of 12. Tuffy was born on February 17th, 1969 and died on February 28th, 1983 at the age of 14. Deidre was born on December 19th, 1966 and died on June 12, 1982 at the age of 15. Pepsi Cola was born on June 12th and died on April 6th. Pepsi col'as full stone is out of view. The large upright memorial stone is inscribed ""Farewell, dear Friends! / Companions of my heart! / Though separated now, / we shall never part / All my love, / Joanna"". Enamel photos of each dog are on the separate flat stones.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_33_2,hartsdale_33,hartsdale_33_2.png,,,5567,Image;StillImage,image/jpeg,image,,,Close-Up of Flat Gravestones,,,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_33_3,hartsdale_33,hartsdale_33_3.png,,,5568,Image;StillImage,image/jpeg,image,,,Close-Up of Crispina's Gravestone,,,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_34,,hartsdale_34.png,,,5571,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Bendy ""The Kid"" (d. 1926), pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,1926,1920s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Bendy; The Kid,Bendy; The Kid; 9 years old; Upright,"Gravestone of Bendy ""The Kid"" (d. 1926), pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Bendy was born in 1917 and died in 1926 at the age of 9. The upright gravestone has a worn emblem or etching in the top left corner.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_35,,hartsdale_35.png,,,5573,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Elmo (d. 2009), pug in the Hartsdale Pet Cemetery of Hartsdale, NY",,2009,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Elmo,Elmo; Pug; Dog; 14 years old; Upright; Enamel photo; Friend language; Love language; Inscription,"Gravestone of Elmo (d. 2009), pug in the Hartsdale Pet Cemetery of Hartsdale, NY. Elmo was born on September 9, 1995 and died on July 20th, 2009 at the age of 14. The upright gravestone has an enamel photo of Elmo and is inscribed ""We miss our sweet / Elmo / Over 14 years of / friendship and love"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_36,,hartsdale_36.png,,,5574,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Mingo (d. 2000) and Lady (d. 2009), Levine family pugs in the Hartsdale Pet Cemetery of Hartsdale, NY",,2000; 2009,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Mingo; Lady; Levine,Mingo; Lady; Levine; Pug; Pugs; Dog; Dogs; 16 years old; 9 years old; Friend language; Etching; Inscription; Multiple pets,"Gravestone of Mingo (d. 2000) and Lady (d. 2009), Levine family pugs in the Hartsdale Pet Cemetery of Hartsdale, NY. Mingo was born in 1991 and died in 2000 at the age of 9. Lady was born in 1993 and died in 2009 at the age of 16. The upright gravestone has an etching of a pug and is inscribed ""Our best and / dearest friends"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_37,,hartsdale_37.png,,,5576,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Max, Citron family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,n.d.,n.d.,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Max; Citron; Boo Boo,Star of David; Max; Citron; Upright; Boo Boo; ,"Gravestone of Max, Citron family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. The upright gravestone has an etching of the Star of David and is inscribed with Max's nickname, ""Boo Boo"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_38,,hartsdale_38.png,,,5577,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Noga family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,n.d.,n.d.,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Catholic; Christian,Noga; Morris; Pretty; Jingles; Jewels,Cross; Morris; Sukee; Pretty; Jingles; Jewels; Noga; Upright; Multiple pets,"Gravestone Morris, Sukee, Pretty, Jingles, and Jewels, Noga family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. The upright gravestone has an etching of the Catholic cross and is inscribed with the pet's names.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_39,,hartsdale_39.png,,,5578,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Toast (d. 2006) and Gus (d. 2011), Lewis family dogs in the Hartsdale Pet Cemetery of Hartsdale, NY",,2006; 2011,2000s; 2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Toast; Gus; Lewis,Toast; Gust; Lewis; Dog; Dogs; 12 years old; 14 years old; Upright; Etching; Heart; Multiple pets,"Gravestone of Toast (d. 2006) and Gus (d. 2011), Lewis family dogs in the Hartsdale Pet Cemetery of Hartsdale, NY. Toast was born on November 17th, 1994 and died in 2006 at the age of 12. Gus was born on August 5, 1997 and died on September 10th, 2011 at the age of 14. Upright gravestone has etchings of Toast and Gus in hearts.",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_40,,hartsdale_40.png,,,5579,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Amie (d. 2011), Spector family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,2011,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Amie; Spector,Amie; Spector; 9 years old; Upright; Star of David; Love language; Inscription,"Gravestone of Amie (d. 2011), Spector family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Amie was born on March 30th, 2002 and died on April 27th, 2011 at the age of 9. The upright gravestone has an etching of the Star of David and is inscribed ""Gentle, loving / & beautiful"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_41,,hartsdale_41.png,,,5580,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Bono A.J. (d. 2007), Cruz family dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2007,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Bono A.J.; Bono; Cruz,Bono A.J.; Bono; Cruz; Dog; Upright; Enamel photo; Love language; Birthday; Balloons; Inscription,"Gravestone of Bono A.J. (d. 2007), Cruz family dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Bono A.J. was born on August 28th, 1989 and died on June 28th, 2007 at the age of 18. The upright gravestone has an enamel photo of Bono A.J. and is inscribed ""Forever in our hearts"". There are flowers planted in front of the stone, and in October, there was a birthday balloon alongside the stone.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_42,,hartsdale_42.png,,,5581,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Gypsy (d. 1965) and Domino (d. 1955), pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1955; 1965,1950s; 1960s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Gypsy; Domino,Gypsy; Domino; Flat; Love language; Inscription; Multiple pets,"Gravestone of Gypsy (d. 1965) and Domino (d. 1955), pets in the Hartsdale Pet Cemetery of Hartsdale, NY. The flat gravestone is inscribed ""Beloved companions"" and partially covered by grass.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_43,,hartsdale_43.png,,,5586,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Al Fatiha Azis (d. 2019), Bismila family cat at in the Hartsdale Pet Cemetery of Hartsdale, NY",,2019,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Islamic,Azis; Al Fatiha; Bismila,Islamic; Al Fatiha Azis; Azis; Bismila; 12 years old; Upright; Enamel photo; Cat; Crescent moon and star,"Gravestone of Al Fatiha Azis (d. 2019), Bismila family cat at in the Hartsdale Pet Cemetery of Hartsdale, NY. Al Fatiha Azis was born in 2007 and died in 2019 at the age of 12. The upright gravestone has an etching of the Islamic crescent moon and star and an enamel photo of Azis.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_44,,hartsdale_44.png,,,5587,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Jesse James Parker (d. 2008), pet in the Hartsdale Pet Cemetery of Hartsdale, NY ",,2008,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Jesse James; Parker,Jesse James Parker; Jesse James; Parker; 11 years old; Upright; Star of David; Child language; Love language; Inscription,"Gravestone of Jesse James Parker (d. 2008), pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Jesse James was born on March 27th, 1997 and died on May 17th, 2008 at the age of 11. The upright gravestone has an engraving of the Star of David and is inscribed ""'He stole my heart' / Love, / Mommy"".",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_45,,hartsdale_45.png,,,5588,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Baron (d. 1983) and Kashmir (d. 1985), Schuman family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,1983; 1985,1980s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Baron; Kashmir; Schuman,Baron; Kashmir; Schuman; 15 years old; 9 years old; Upright; Enamel photo; Friend language; Inscription; Multiple pets,"Gravestone of Baron (d. 1983) and Kashmir (d. 1985), Schuman family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Baron was born in 1968 and died in 1983 at the age of 15. Kashmir was born in 1976 and died in 1985 at the age of 9. The upright gravestone has enamel photos of Baron and Kashmir and is inscribed ""Our precious companions"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_46,,hartsdale_46.png,,,5589,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Buttons (d. 1996), Dall family calico cat in the Hartsdale Pet Cemetery of Hartsdale, NY",,1996,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Buttons; Dall,Buttons; Dall; Cat; Calico; 7 years old; Upright; Star of David; Friend language; Inscription,"Gravestone of Buttons (d. 1996), Dall family calico cat in the Hartsdale Pet Cemetery of Hartsdale, NY. Buttons was born on July 30th, 1988 and died on February 25, 1996 at the age of 7. The upright gravestone has an engraving of the Star of David and is inscribed ""Cherished Calico friend"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_47,,hartsdale_47.png,,,5591,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Persi K. Tetmeyer ""Kitty"" (d. 2003), cat of Angie and Yusuf Tetmeyer in the Hartsdale Pet Cemetery of Hartsdale, NY",,2003,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Persi; Tetmeyer; Kitty,Persi; Tetmeyer; Kitty; Cat; Angie; Yusuf; 15 years old; Upright; Enamel photo; Love language; Inscription,"Gravestone of Persi K. Tetmeyer ""Kitty"" (d. 2003), cat of Angie and Yusuf Tetmeyer in the Hartsdale Pet Cemetery of Hartsdale, NY. Persi was born on August 15th, 1987 and died on March 17th, 2003 at the age of 15. The upright gravestone has two enamel photos of Persi and is inscribed ""Cute Kitty, / We will always love you / we will always miss you / Angie & Yusuf"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_48,,hartsdale_48.png,,,5592,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Ascot (d. 1973) and Satan (d. 1984), Roberts family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1973; 1984,1970s; 1980s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Ascot; Satan; Roberts,Ascot; Satan; Roberts; 5 years old; Upright; Star of David; Love language; Inscription; Multiple pets,"Gravestone of Ascot (d. 1973) and Satan (d. 1984), Roberts family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. The father, Ascot was born in 1968 and died in 1973 at the age of 5. The son, Satan was born in 1972 and died in 1984 at the age of 12. The upright gravestone has an engraving of the Star of David and is inscribed ""Always in our hearts"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_49,,hartsdale_49.png,,,5593,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Marco (d. 1988), Becky (d. 2001), and Sheena (d. 2000), Dire family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1988; 2000; 2001,1980s; 2000s; 20th century; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Marco; Becky; Sheena; Dire,Marco; Becky; Sheena; Dire; Cat; Cats; Dog; 15 years old; 16 years old; Upright; Etching; Enamel photo; Love language; Inscription; Multiple pets,"Gravestone of Marco (d. 1988), Becky (d. 2001), and Sheena (d. 2000), Dire family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Marco was born in 1973 and died in 1988 at the age of 15. Becky was born in 1986 and died in 2001 at the age of 15. Sheena was born in 1984 and died in 2000 at the age of 16. The upright gravestone has an etching of a cat, two enamel photos, and is inscribed ""Our beloved pets"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_50,,hartsdale_50.png,,,5594,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Deezell Laufer (d. 2019), Laufer family dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2019,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Deezell; Laufer,Deezell; Laufer; Dog; 13 years old; Upright; Enamel photo; Flowers; Male; Love language; Inscription,"Gravestone of Deezell Laufer (d. 2019), Laufer family dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Deezell was born on June 12th, 2006 and died on July 10th, 2019 at the age of 13. The upright gravestone has an enamel photo of Deezell and is inscribed with ""16th of Sivan 5766 - 7th of Tammuz 5779"" and the corresponding passages. Flowers are planted in the front.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_51,,hartsdale_51.png,,,5762,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Greavestone of Queenie (d. 1968), dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,1968,1960s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Queenie,14 years old; Queenie; Love language; Child language; Parent Language; Venuti; Upright; Flowers; Enamel photo; Dog; Inscription,"Greavestone of Queenie (d. 1968), dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Queenie was born in 1954 and died in 1968 at the age of 14. Gravestone includes floral designs and a black and white enamel photo of Queenie. Inscribed ""Here sleeps our loving baby / our faithfull and constant companion... / Love you always / Dommy and Daddy"".",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_52,,hartsdale_52.png,,,5595,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Jumper ""Dinky Doo"" Taylor (d. 1992), Peter family bunny in the Hartsdale Pet Cemetery of Hartsdale, NY",,1992,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Jumper; Dinky Doo; Taylor; Peter,Jumper; Dinky Doo; Taylor; Peter; Bunny; 2 years old; Upright; Enamel photo; Flowers; Inscription; Love language,"Gravestone of Jumper ""Dinky Doo"" Taylor (d. 1992), Peter family bunny in the Hartsdale Pet Cemetery of Hartsdale, NY. Jumper was born on February 28th, 1990 and died on August 5, 1992 at the age of 2. The upright gravestone has an enamel photo of Jumper and is inscribed ""You touched our lives / with such joy and happiness, / that a lifetime of loving / memories will forever remain"". Flowers are planted in front.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_53,,hartsdale_53.png,,,5532,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Mr. P (d. 2007), dog of Edith Lowenthal in the Hartsdale Pet Cemetery of Hartsdale, NY",,2007,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Mr. P; Lowenthal,Mr. P; Edith Lowenthal; Lowenthal; Upright; Enamel photo; Love language; Dog,"Gravestone of Mr. P (d. 2007), dog of Edith Lowenthal in the Hartsdale Pet Cemetery of Hartsdale, NY. The upright gravestone contains a collage of enamel photos of Mr. P and is inscribed ""Love with no boundaries / one heart one soul one spirit"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_54,,hartsdale_54.png,,,IMG_5532 copy,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Lestat (d. 2019), Xena (d. 2021), and Kaela (d. 2023), cats in the Hartsdale Pet Cemetery of Hartsdale, NY",,2019; 2021; 2023,2010s; 2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Lestat; Xena; Kaela,Lestat; Xena; Kaela; Cat; Cats; 12 years old; 9 years old; 14 years old; Upright; Multiple pets,"Gravestone of Lestat (d. 2019), Xena (d. 2021), and Kaela (d. 2023), cats in the Hartsdale Pet Cemetery of Hartsdale, NY. Lestat died in 2019 at the age of 12, Xena died in 2021 at the age of 9, and Kaela died in 2023 at the age of 14. The upright gravestone is inscribed ""Beloved cats"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_55,,hartsdale_55.png,,,,record,multiple,multiple,,,,,,,,,,,,,,,,,,"Laura Leibman, photographer, 2024",,,,,,,
hartsdale_55_1,hartsdale_55,hartsdale_55_1.png,,,5534,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY",,2024,2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,,Landscape; Cemetery,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY. There are a variety of photos showing different angles and sections of the cemetery.",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_55_2,hartsdale_55,hartsdale_55_2.png,,,5545,Image;StillImage,image/jpeg,image,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY",,,,,,,,,,,,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY. Rows of gravestones between fence and hedge, with Ming the tiger's grave in the background.",,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_55_3,hartsdale_55,hartsdale_55_3.png,,,5551,Image;StillImage,image/jpeg,image,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY",,,,,,41.021627,-73.79781,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_55_4,hartsdale_55,hartsdale_55_4.png,,,5552,Image;StillImage,image/jpeg,image,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY",,,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_55_5,hartsdale_55,hartsdale_55_5.png,,,5553,Image;StillImage,image/jpeg,image,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY",,,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_55_6,hartsdale_55,hartsdale_55_6.png,,,5569,Image;StillImage,image/jpeg,image,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY",,,,,,41.021627,-73.79781,,,,,,,"Landscape of gravestones at the Hartsdale Pet Cemetery of Hartsdale, NY. There is a bench to the right of an array of gravestones.",,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_56,,hartsdale_56.png,,,5562,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Midge (d. 1958), Cloherty pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,1958,1950s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Midge; Cloherty,Midge; Cloherty; 10 years old; Upright; Friend language,"Gravestone of Midge (d. 1958), Cloherty pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Midge died in 1958 at the age of 10. The upright gravestone is inscribed ""My pal"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_57,,hartsdale_57.png,,,IMG_5562 copy,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Sasha, Suzie, Ziggy, and Balihai, pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,n.d.,n.d.,Hartsdale Pet Cemetery,,,,,,Jewish,Sasha; Suzie; Ziggy; Balihai,Sasha; Suzie; Ziggy; Balihai; Heart; Upright; Star of David; Friend language; Multiple pets,"Gravestone of Sasha, Suzie, Ziggy, and Balihai, pets in the Hartsdale Pet Cemetery of Hartsdale, NY. The heart-shaped upright gravestone has an etching of the Star of David and is inscribed ""My friends"".",,,,,,,,,
hartsdale_58,,hartsdale_58.png,,,5542,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. Gravestone of Midget Ammann (d. 2006) and gravestone of Gretel (d. 2007), Missy (d. 2008), and Gigi (d. 2009), pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,2006; 2007; 2008; 2009,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Christian; Jewish; Interfaith,Midget; Ammann; Gretel; Missy; Gigi,Midget Ammann; Midget; Ammann; Gretel; Missy; Gigi; 17 years old; Upright; Star of David; Love language; 14 years old; 13 years old; 16 years old; Cross; Christian Cross; Inscription; Flowers; Multiple gravestones; Multiple pets,"Gravestone of Midget Ammann (d. 2006) and gravestone of Gretel (d. 2007), Missy (d. 2008), and Gigi (d. 2009), pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Midget died in 2006 at the age of 17. The upright gravestone contains an etching of the Star of David and is inscribed ""We love you"". Gretel died in 2007 at the age of 14, Missy died in 2008 at the age of 13, and Gigi died in 2009 at the age of 16. Their upright gravestone has an etching of the Christian cross and is inscribed ""Rest in peace"". The family name is covered by flowers planted in front.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_59,,hartsdale_59.png,,,5546,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. Gravestone of Yolanda and Gravestone of Velcro, Vanina, Mr. Cat, and Sapphire, all Rosenstein family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,n.d.,n.d.,Hartsdale Pet Cemetery,,,,,,Jewish,Velcro; Vanina; Mr. Cat; Sapphire; Yolanda; Rosenstein,Yolanda; Velcro; Vanina; Mr. Cat; Sapphire; Rosenstein; Upright; Star of David; Love language; Child language; Friend language; Angel; Flowers; Cat; Cats; Multiple gravestones; Multiple pets,"Gravestone of Velcro, Vanina, Mr. Cat, and Sapphire and gravestone of Yolanda, all Rosenstein family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. The first upright gravestone contains an etching of the Star of David and inscriptions below each cat's name. Below Velcro, ""Forever my love"", below Vanina, ""Little Sweet Girl"", below Mr. Cat, ""True friend & love"", and below Sapphire, ""An angel with fur"". Yolanda's upright gravestone contains an etching of the Star of David and an inscription that is obscured by flowers planted in front. Other gravestones shown in the background. ",,"Laura Leibman, photographer, 2024",,,,,,,
hartsdale_60,,hartsdale_60.png,,,5570,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. Gravestone of Duke, C.V. Wolverton pet, gravestone of Steve's Lady (d. 1954), and gravestone of Trixie (d. 1947) in the Hartsdale Pet Cemetery of Hartsdale, NY",,1947; 1954,1940s; 1950s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Duke; C.V. Wolverton; Wolverton; Steve's Lady; Trixie,Duke; Wolverton; C.V. Wolverton; Steve's Lady; Trixie; Upright; 6 years old; 16 years old; Inscription; Multiple gravestones,"Three gravestones. Gravestone of Duke, C.V. Wolverton pet, gravestone of Steve's Lady (d. 1954), and gravestone of Trixie (d. 1947) in the Hartsdale Pet Cemetery of Hartsdale, NY. Duke has a upright grave with years and text obscured by ivy. Steve's Lady died in 1954 at the age of 6 and has a upright gravestone. Trixie died in 1947 at the age of 16. Her upright gravestone is inscribed ""Faithful & Devoted! / Can ne'er be forgotten"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
